Crop,Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Soil_Moisture
Cowpea(Lobia),2010,Rabi       ,Madhya Pradesh,616,856.3,102323.76,147.84,0.232857143,0.226701163
Dry chillies,2010,Whole Year ,Madhya Pradesh,54136,856.3,8992530.96,12992.64,1.942244898,0.226701163
Garlic,2010,Whole Year ,Madhya Pradesh,55537,856.3,9225251.07,13328.88,2.303,0.226701163
Ginger,2010,Whole Year ,Madhya Pradesh,8356,856.3,1388015.16,2005.44,1.134883721,0.226701163
Gram,2010,Rabi       ,Madhya Pradesh,2882264,856.3,478772873,691743.36,0.781,0.226701163
Groundnut,2010,Kharif     ,Madhya Pradesh,201177,856.3,33417511.47,48282.48,1.348958333,0.226701163
Horse-gram,2010,Kharif     ,Madhya Pradesh,19827,856.3,3293462.97,4758.48,0.290769231,0.226701163
Horse-gram,2010,Rabi       ,Madhya Pradesh,100,856.3,16611,24,0.25,0.226701163
Jowar,2010,Kharif     ,Madhya Pradesh,413677,856.3,68715886.47,99282.48,1.5472,0.226701163
Jowar,2010,Rabi       ,Madhya Pradesh,3680,856.3,611284.8,883.2,1.756428571,0.226701163
Khesari,2010,Rabi       ,Madhya Pradesh,52782,856.3,8767618.02,12667.68,0.511333333,0.226701163
Linseed,2010,Rabi       ,Madhya Pradesh,94394,856.3,15679787.34,22654.56,0.543695652,0.226701163
Maize,2010,Kharif     ,Madhya Pradesh,837865,856.3,139177755.1,201087.6,1.3712,0.226701163
Masoor,2010,Rabi       ,Madhya Pradesh,697685,856.3,115892455.4,167444.4,0.312083333,0.226701163
Mesta,2010,Whole Year ,Madhya Pradesh,370,856.3,61460.7,88.8,2.1625,0.226701163
Moong(Green Gram),2010,Kharif     ,Madhya Pradesh,83782,856.3,13917028.02,20107.68,0.3646,0.226701163
Moong(Green Gram),2010,Rabi       ,Madhya Pradesh,2941,856.3,488529.51,705.84,0.179117647,0.226701163
Niger seed,2010,Kharif     ,Madhya Pradesh,91857,856.3,15258366.27,22045.68,0.252,0.226701163
Onion,2010,Whole Year ,Madhya Pradesh,56243,856.3,9342524.73,13498.32,14.7518,0.226701163
Other Kharif pulses,2010,Kharif     ,Madhya Pradesh,1983,856.3,329396.13,475.92,0.24,0.226701163
Peas & beans (Pulses),2010,Rabi       ,Madhya Pradesh,247181,856.3,41059235.91,59323.44,0.312708333,0.226701163
Potato,2010,Whole Year ,Madhya Pradesh,76482,856.3,12704425.02,18355.68,9.318163265,0.226701163
Ragi,2010,Kharif     ,Madhya Pradesh,283,856.3,47009.13,67.92,0.0775,0.226701163
Rapeseed &Mustard,2010,Rabi       ,Madhya Pradesh,725721,856.3,120549515.3,174173.04,0.772916667,0.226701163
Rice,2010,Kharif     ,Madhya Pradesh,1573535,856.3,261379898.8,377648.4,1.211666667,0.226701163
Safflower,2010,Rabi       ,Madhya Pradesh,376,856.3,62457.36,90.24,0.356666667,0.226701163
Sannhamp,2010,Whole Year ,Madhya Pradesh,3629,856.3,602813.19,870.96,2.000263158,0.226701163
Sesamum,2010,Whole Year ,Madhya Pradesh,360426,856.3,59870362.86,86502.24,0.5646,0.226701163
Small millets,2010,Kharif     ,Madhya Pradesh,262854,856.3,43662677.94,63084.96,0.356666667,0.226701163
Soyabean,2010,Kharif     ,Madhya Pradesh,5538358,856.3,919976647.4,1329205.92,0.9984,0.226701163
Sugarcane,2010,Whole Year ,Madhya Pradesh,48190,856.3,8004840.9,11565.6,31.9975,0.226701163
Sunflower,2010,Kharif     ,Madhya Pradesh,112,856.3,18604.32,26.88,0.37,0.226701163
Sweet potato,2010,Whole Year ,Madhya Pradesh,4278,856.3,710618.58,1026.72,4.420208333,0.226701163
Tobacco,2010,Whole Year ,Madhya Pradesh,134,856.3,22258.74,32.16,0.544,0.226701163
Turmeric,2010,Whole Year ,Madhya Pradesh,731,856.3,121426.41,175.44,0.7590625,0.226701163
Urad,2010,Kharif     ,Madhya Pradesh,555055,856.3,92200186.05,133213.2,0.375306122,0.226701163
Urad,2010,Rabi       ,Madhya Pradesh,5393,856.3,895831.23,1294.32,0.227647059,0.226701163
Wheat,2010,Rabi       ,Madhya Pradesh,4633125,856.3,769608393.7,1111950,1.8744,0.226701163
Arhar/Tur,2010,Kharif     ,Maharashtra,1301900,1389,216258609,312456,0.70125,0.225025935
Bajra,2010,Kharif     ,Maharashtra,1034600,1389,171857406,248304,0.87,0.225025935
Castor seed,2010,Kharif     ,Maharashtra,9800,1389,1627878,2352,0.527368421,0.225025935
Cotton(lint),2010,Kharif     ,Maharashtra,3941900,1389,654789009,946056,1.861538462,0.225025935
Gram,2010,Rabi       ,Maharashtra,1437900,1389,238849569,345096,0.866451613,0.225025935
Groundnut,2010,Kharif     ,Maharashtra,275200,1389,45713472,66048,0.9456,0.225025935
Groundnut,2010,Summer     ,Maharashtra,89300,1389,14833623,21432,1.405,0.225025935
Jowar,2010,Kharif     ,Maharashtra,1031700,1389,171375687,247608,1.2292,0.225025935
Jowar,2010,Rabi       ,Maharashtra,3027500,1389,502898025,726600,0.859259259,0.225025935
Linseed,2010,Rabi       ,Maharashtra,39300,1389,6528123,9432,0.265,0.225025935
Maize,2010,Kharif     ,Maharashtra,730600,1389,121359966,175344,2.230769231,0.225025935
Maize,2010,Rabi       ,Maharashtra,137600,1389,22856736,33024,2.514,0.225025935
Maize,2010,Summer     ,Maharashtra,22300,1389,3704253,5352,1.26,0.225025935
Moong(Green Gram),2010,Kharif     ,Maharashtra,553700,1389,91975107,132888,0.68125,0.225025935
Niger seed,2010,Kharif     ,Maharashtra,34700,1389,5764017,8328,0.244736842,0.225025935
Other  Rabi pulses,2010,Rabi       ,Maharashtra,133000,1389,22092630,31920,0.483043478,0.225025935
Other Kharif pulses,2010,Kharif     ,Maharashtra,129400,1389,21494634,31056,0.449354839,0.225025935
Ragi,2010,Kharif     ,Maharashtra,120000,1389,19933200,28800,1.044166667,0.225025935
Rapeseed &Mustard,2010,Rabi       ,Maharashtra,7700,1389,1279047,1848,0.414347826,0.225025935
Rice,2010,Kharif     ,Maharashtra,1486200,1389,246872682,356688,1.3116,0.225025935
Rice,2010,Summer     ,Maharashtra,29500,1389,4900245,7080,2.388888889,0.225025935
Safflower,2010,Rabi       ,Maharashtra,172900,1389,28720419,41496,0.556,0.225025935
Sesamum,2010,Kharif     ,Maharashtra,52600,1389,8737386,12624,0.329666667,0.225025935
Sesamum,2010,Rabi       ,Maharashtra,2900,1389,481719,696,0.33,0.225025935
Small millets,2010,Kharif     ,Maharashtra,53600,1389,8903496,12864,0.503448276,0.225025935
Small millets,2010,Rabi       ,Maharashtra,4476900,1389,743657859,1074456,1.377575758,0.225025935
Soyabean,2010,Kharif     ,Maharashtra,2729100,1389,453330801,654984,1.663928571,0.225025935
Sugarcane,2010,Whole Year ,Maharashtra,964500,1389,160213095,231480,73.83961538,0.225025935
Sunflower,2010,Kharif     ,Maharashtra,68800,1389,11428368,16512,0.4765,0.225025935
Sunflower,2010,Rabi       ,Maharashtra,138800,1389,23056068,33312,0.63047619,0.225025935
Sunflower,2010,Summer     ,Maharashtra,6300,1389,1046493,1512,0.976470588,0.225025935
Urad,2010,Kharif     ,Maharashtra,481700,1389,80015187,115608,0.713636364,0.225025935
Wheat,2010,Rabi       ,Maharashtra,1306600,1389,217039326,313584,1.709333333,0.225025935
Arhar/Tur,2010,Kharif     ,Manipur,490,2160.5,81393.9,117.6,1.028888889,0.210489413
Banana,2010,Whole Year ,Manipur,5899,2160.5,979882.89,1415.76,12.94888889,0.210489413
Cowpea(Lobia),2010,Kharif     ,Manipur,890,2160.5,147837.9,213.6,1.156666667,0.210489413
Dry chillies,2010,Whole Year ,Manipur,8210,2160.5,1363763.1,1970.4,7.55,0.210489413
Ginger,2010,Kharif     ,Manipur,2200,2160.5,365442,528,11.38666667,0.210489413
Gram,2010,Rabi       ,Manipur,590,2160.5,98004.9,141.6,0.792222222,0.210489413
Groundnut,2010,Kharif     ,Manipur,3075,2160.5,510788.25,738,0.722222222,0.210489413
Maize,2010,Kharif     ,Manipur,18520,2160.5,3076357.2,4444.8,1.74,0.210489413
Maize,2010,Rabi       ,Manipur,3850,2160.5,639523.5,924,2.051111111,0.210489413
Masoor,2010,Rabi       ,Manipur,480,2160.5,79732.8,115.2,0.785555556,0.210489413
Moong(Green Gram),2010,Kharif     ,Manipur,390,2160.5,64782.9,93.6,1.033333333,0.210489413
Other  Rabi pulses,2010,Rabi       ,Manipur,5070,2160.5,842177.7,1216.8,0.821111111,0.210489413
Other Kharif pulses,2010,Kharif     ,Manipur,1450,2160.5,240859.5,348,1.177777778,0.210489413
Peas & beans (Pulses),2010,Rabi       ,Manipur,16110,2160.5,2676032.1,3866.4,0.876666667,0.210489413
Potato,2010,Whole Year ,Manipur,13650,2160.5,2267401.5,3276,8.286666667,0.210489413
Rapeseed &Mustard,2010,Rabi       ,Manipur,26750,2160.5,4443442.5,6420,0.79,0.210489413
Rice,2010,Kharif     ,Manipur,212680,2160.5,35328274.8,51043.2,1.945555556,0.210489413
Soyabean,2010,Kharif     ,Manipur,4675,2160.5,776564.25,1122,0.758888889,0.210489413
Sugarcane,2010,Whole Year ,Manipur,5200,2160.5,863772,1248,59.03444444,0.210489413
Turmeric,2010,Whole Year ,Manipur,1440,2160.5,239198.4,345.6,11.22666667,0.210489413
Urad,2010,Kharif     ,Manipur,1500,2160.5,249165,360,1.21,0.210489413
Wheat,2010,Rabi       ,Manipur,2100,2160.5,348831,504,2.475,0.210489413
Arhar/Tur,2010,Kharif     ,Mizoram,175,2738.7,29069.25,42,0.873333333,0.166807644
Cotton(lint),2010,Kharif     ,Mizoram,151,2738.7,25082.61,36.24,0.6425,0.166807644
Cowpea(Lobia),2010,Kharif     ,Mizoram,1381,2738.7,229397.91,331.44,1.145,0.166807644
Cowpea(Lobia),2010,Rabi       ,Mizoram,222,2738.7,36876.42,53.28,1.47,0.166807644
Maize,2010,Kharif     ,Mizoram,8721,2738.7,1448645.31,2093.04,1.62125,0.166807644
Maize,2010,Rabi       ,Mizoram,284,2738.7,47175.24,68.16,2.362,0.166807644
Onion,2010,Rabi       ,Mizoram,3,2738.7,498.33,0.72,3,0.166807644
Other  Rabi pulses,2010,Rabi       ,Mizoram,1311,2738.7,217770.21,314.64,1.5825,0.166807644
Other Kharif pulses,2010,Kharif     ,Mizoram,810,2738.7,134549.1,194.4,1.02125,0.166807644
Potato,2010,Kharif     ,Mizoram,415,2738.7,68935.65,99.6,6.7,0.166807644
Potato,2010,Rabi       ,Mizoram,16,2738.7,2657.76,3.84,5.56,0.166807644
Rapeseed &Mustard,2010,Rabi       ,Mizoram,378,2738.7,62789.58,90.72,0.9525,0.166807644
Rice,2010,Autumn     ,Mizoram,28562,2738.7,4744433.82,6854.88,0.92625,0.166807644
Rice,2010,Kharif     ,Mizoram,12123,2738.7,2013751.53,2909.52,1.495,0.166807644
Rice,2010,Rabi       ,Mizoram,7,2738.7,1162.77,1.68,0.86,0.166807644
Sesamum,2010,Kharif     ,Mizoram,1362,2738.7,226241.82,326.88,0.4875,0.166807644
Soyabean,2010,Kharif     ,Mizoram,1401,2738.7,232720.11,336.24,1.6225,0.166807644
Sugarcane,2010,Whole Year ,Mizoram,1418,2738.7,235543.98,340.32,5.5975,0.166807644
Tapioca,2010,Kharif     ,Mizoram,278,2738.7,46178.58,66.72,6.6975,0.166807644
Tobacco,2010,Whole Year ,Mizoram,240,2738.7,39866.4,57.6,0.565,0.166807644
Arhar/Tur,2010,Kharif     ,Nagaland,2500,1771.8,415275,600,0.831818182,0.298778516
Bajra,2010,Kharif     ,Nagaland,650,1771.8,107971.5,156,0.866363636,0.298778516
Barley,2010,Rabi       ,Nagaland,460,1771.8,76410.6,110.4,1.589090909,0.298778516
Castor seed,2010,Kharif     ,Nagaland,270,1771.8,44849.7,64.8,0.626666667,0.298778516
Cotton(lint),2010,Kharif     ,Nagaland,100,1771.8,16611,24,0.5,0.298778516
Gram,2010,Rabi       ,Nagaland,720,1771.8,119599.2,172.8,0.706363636,0.298778516
Groundnut,2010,Kharif     ,Nagaland,730,1771.8,121260.3,175.2,1.008,0.298778516
Horse-gram,2010,Kharif     ,Nagaland,330,1771.8,54816.3,79.2,1.011818182,0.298778516
Jowar,2010,Kharif     ,Nagaland,120,1771.8,19933.2,28.8,0.934,0.298778516
Jute,2010,Kharif     ,Nagaland,3000,1771.8,498330,720,1.8,0.298778516
Linseed,2010,Rabi       ,Nagaland,5700,1771.8,946827,1368,0.807272727,0.298778516
Maize,2010,Kharif     ,Nagaland,63430,1771.8,10536357.3,15223.2,1.958181818,0.298778516
Maize,2010,Rabi       ,Nagaland,5000,1771.8,830550,1200,1.956666667,0.298778516
Masoor,2010,Rabi       ,Nagaland,1970,1771.8,327236.7,472.8,0.762222222,0.298778516
Mesta,2010,Kharif     ,Nagaland,1550,1771.8,257470.5,372,1.92,0.298778516
Moong(Green Gram),2010,Kharif     ,Nagaland,200,1771.8,33222,48,0.98625,0.298778516
Peas & beans (Pulses),2010,Kharif     ,Nagaland,2150,1771.8,357136.5,516,1.25,0.298778516
Potato,2010,Kharif     ,Nagaland,2750,1771.8,456802.5,660,12.74,0.298778516
Potato,2010,Rabi       ,Nagaland,3500,1771.8,581385,840,12.40285714,0.298778516
Ragi,2010,Kharif     ,Nagaland,300,1771.8,49833,72,0.955714286,0.298778516
Rapeseed &Mustard,2010,Rabi       ,Nagaland,27050,1771.8,4493275.5,6492,1,0.298778516
Rice,2010,Kharif     ,Nagaland,180060,1771.8,29909766.6,43214.4,2.051818182,0.298778516
Rice,2010,Rabi       ,Nagaland,1330,1771.8,220926.3,319.2,2.38,0.298778516
Sesamum,2010,Kharif     ,Nagaland,3470,1771.8,576401.7,832.8,0.603636364,0.298778516
Small millets,2010,Kharif     ,Nagaland,8500,1771.8,1411935,2040,0.888888889,0.298778516
Soyabean,2010,Kharif     ,Nagaland,24350,1771.8,4044778.5,5844,1.229090909,0.298778516
Sugarcane,2010,Kharif     ,Nagaland,4250,1771.8,705967.5,1020,43.52909091,0.298778516
Sunflower,2010,Kharif     ,Nagaland,200,1771.8,33222,48,0.736666667,0.298778516
Sunflower,2010,Rabi       ,Nagaland,1860,1771.8,308964.6,446.4,0.522,0.298778516
Tapioca,2010,Kharif     ,Nagaland,1650,1771.8,274081.5,396,23.52454545,0.298778516
Urad,2010,Rabi       ,Nagaland,660,1771.8,109632.6,158.4,0.639,0.298778516
Wheat,2010,Rabi       ,Nagaland,3120,1771.8,518263.2,748.8,1.712222222,0.298778516
Arhar/Tur,2010,Kharif     ,Punjab,4200,392.7,697662,1008,0.949,0.170775515
Bajra,2010,Kharif     ,Punjab,3000,392.7,498330,720,1,0.170775515
Barley,2010,Rabi       ,Punjab,12000,392.7,1993320,2880,3.64625,0.170775515
Cotton(lint),2010,Kharif     ,Punjab,483000,392.7,80231130,115920,3.643636364,0.170775515
Gram,2010,Rabi       ,Punjab,2100,392.7,348831,504,1.21125,0.170775515
Groundnut,2010,Kharif     ,Punjab,2200,392.7,365442,528,1.283333333,0.170775515
Guar seed,2010,Kharif     ,Punjab,18200,392.7,3023202,4368,0.924,0.170775515
Maize,2010,Kharif     ,Punjab,133000,392.7,22092630,31920,3.710909091,0.170775515
Masoor,2010,Rabi       ,Punjab,1100,392.7,182721,264,0.686666667,0.170775515
Moong(Green Gram),2010,Kharif     ,Punjab,7800,392.7,1295658,1872,0.861666667,0.170775515
Peas & beans (Pulses),2010,Rabi       ,Punjab,3200,392.7,531552,768,1.226666667,0.170775515
Rapeseed &Mustard,2010,Rabi       ,Punjab,31000,392.7,5149410,7440,1.242941176,0.170775515
Rice,2010,Kharif     ,Punjab,2831000,392.7,470257410,679440,3.834,0.170775515
Sesamum,2010,Kharif     ,Punjab,5700,392.7,946827,1368,0.42,0.170775515
Urad,2010,Kharif     ,Punjab,2800,392.7,465108,672,0.734,0.170775515
Wheat,2010,Rabi       ,Punjab,3510000,392.7,583046100,842400,4.6485,0.170775515
Arhar/Tur,2010,Kharif     ,Tamil Nadu,35751,1095.2,5938598.61,8580.24,0.688928571,0.261764072
Castor seed,2010,Kharif     ,Tamil Nadu,5972,1095.2,992008.92,1433.28,0.5676,0.261764072
Cotton(lint),2010,Kharif     ,Tamil Nadu,120765,1095.2,20060274.15,28983.6,2.360344828,0.261764072
Gram,2010,Rabi       ,Tamil Nadu,7296,1095.2,1211938.56,1751.04,0.538181818,0.261764072
Groundnut,2010,Kharif     ,Tamil Nadu,385509,1095.2,64036899.99,92522.16,2.338387097,0.261764072
Horse-gram,2010,Kharif     ,Tamil Nadu,47320,1095.2,7860325.2,11356.8,0.444615385,0.261764072
Maize,2010,Kharif     ,Tamil Nadu,230489,1095.2,38286527.79,55317.36,4.527857143,0.261764072
Moong(Green Gram),2010,Kharif     ,Tamil Nadu,171666,1095.2,28515439.26,41199.84,0.465666667,0.261764072
Ragi,2010,Kharif     ,Tamil Nadu,75650,1095.2,12566221.5,18156,2.283461538,0.261764072
Rice,2010,Kharif     ,Tamil Nadu,1905726,1095.2,316560145.9,457374.24,3.597419355,0.261764072
Sesamum,2010,Whole Year ,Tamil Nadu,48189,1095.2,8004674.79,11565.36,0.499310345,0.261764072
Sugarcane,2010,Whole Year ,Tamil Nadu,315961,1095.2,52484281.71,75830.64,107.4126667,0.261764072
Sunflower,2010,Kharif     ,Tamil Nadu,8718,1095.2,1448146.98,2092.32,1.258518519,0.261764072
Urad,2010,Kharif     ,Tamil Nadu,304432,1095.2,50569199.52,73063.68,0.484666667,0.261764072
Arhar/Tur,2010,Kharif     ,Tripura,1207,2348.3,200494.77,289.68,0.765,0.185069713
Cotton(lint),2010,Kharif     ,Tripura,1063,2348.3,176574.93,255.12,1.4775,0.185069713
Gram,2010,Rabi       ,Tripura,109,2348.3,18105.99,26.16,0.775,0.185069713
Groundnut,2010,Kharif     ,Tripura,336,2348.3,55812.96,80.64,1.09,0.185069713
Groundnut,2010,Rabi       ,Tripura,327,2348.3,54317.97,78.48,1.035,0.185069713
Jute,2010,Kharif     ,Tripura,498,2348.3,82722.78,119.52,8.545,0.185069713
Maize,2010,Kharif     ,Tripura,3101,2348.3,515107.11,744.24,1.3325,0.185069713
Masoor,2010,Rabi       ,Tripura,317,2348.3,52656.87,76.08,0.6425,0.185069713
Mesta,2010,Kharif     ,Tripura,792,2348.3,131559.12,190.08,8.1575,0.185069713
Moong(Green Gram),2010,Kharif     ,Tripura,396,2348.3,65779.56,95.04,0.5375,0.185069713
Moong(Green Gram),2010,Rabi       ,Tripura,199,2348.3,33055.89,47.76,0.5575,0.185069713
Other  Rabi pulses,2010,Rabi       ,Tripura,1074,2348.3,178402.14,257.76,0.81,0.185069713
Other Kharif pulses,2010,Kharif     ,Tripura,1552,2348.3,257802.72,372.48,0.7275,0.185069713
Peas & beans (Pulses),2010,Rabi       ,Tripura,918,2348.3,152488.98,220.32,0.765,0.185069713
Rapeseed &Mustard,2010,Rabi       ,Tripura,1972,2348.3,327568.92,473.28,0.77,0.185069713
Rice,2010,Kharif     ,Tripura,264558,2348.3,43945729.38,63493.92,2.5725,0.185069713
Sesamum,2010,Kharif     ,Tripura,2046,2348.3,339861.06,491.04,0.57,0.185069713
Sugarcane,2010,Whole Year ,Tripura,909,2348.3,150993.99,218.16,51.1425,0.185069713
Urad,2010,Kharif     ,Tripura,912,2348.3,151492.32,218.88,0.5725,0.185069713
Urad,2010,Rabi       ,Tripura,403,2348.3,66942.33,96.72,0.635,0.185069713
Wheat,2010,Rabi       ,Tripura,316,2348.3,52490.76,75.84,2.02,0.185069713
Arhar/Tur,2010,Kharif     ,Uttar Pradesh,344186,742.6,57172736.46,82604.64,0.846760563,0.168750257
Bajra,2010,Kharif     ,Uttar Pradesh,935272,742.6,155358031.9,224465.28,1.3345,0.168750257
Barley,2010,Rabi       ,Uttar Pradesh,162406,742.6,26977260.66,38977.44,2.496805556,0.168750257
Cotton(lint),2010,Kharif     ,Uttar Pradesh,3734,742.6,620254.74,896.16,0.168461538,0.168750257
Dry chillies,2010,Kharif     ,Uttar Pradesh,13673,742.6,2271222.03,3281.52,0.885441176,0.168750257
Ginger,2010,Kharif     ,Uttar Pradesh,893,742.6,148336.23,214.32,2.850555556,0.168750257
Gram,2010,Rabi       ,Uttar Pradesh,570289,742.6,94730705.79,136869.36,1.03115942,0.168750257
Groundnut,2010,Kharif     ,Uttar Pradesh,85258,742.6,14162206.38,20461.92,0.972807018,0.168750257
Guar seed,2010,Kharif     ,Uttar Pradesh,2441,742.6,405474.51,585.84,0.838032787,0.168750257
Jowar,2010,Kharif     ,Uttar Pradesh,201205,742.6,33422162.55,48289.2,1.008813559,0.168750257
Linseed,2010,Rabi       ,Uttar Pradesh,30443,742.6,5056886.73,7306.32,0.4825,0.168750257
Maize,2010,Kharif     ,Uttar Pradesh,718026,742.6,119271298.9,172326.24,1.40915493,0.168750257
Maize,2010,Rabi       ,Uttar Pradesh,5492,742.6,912276.12,1318.08,3.0012,0.168750257
Maize,2010,Summer     ,Uttar Pradesh,30204,742.6,5017186.44,7248.96,1.469285714,0.168750257
Masoor,2010,Rabi       ,Uttar Pradesh,586132,742.6,97362386.52,140671.68,0.771388889,0.168750257
Moong(Green Gram),2010,Kharif     ,Uttar Pradesh,41377,742.6,6873133.47,9930.48,0.473818182,0.168750257
Moong(Green Gram),2010,Summer     ,Uttar Pradesh,47491,742.6,7888730.01,11397.84,0.854603175,0.168750257
Onion,2010,Rabi       ,Uttar Pradesh,9830,742.6,1632861.3,2359.2,18.39901408,0.168750257
Peas & beans (Pulses),2010,Rabi       ,Uttar Pradesh,303341,742.6,50387973.51,72801.84,1.29115942,0.168750257
Potato,2010,Rabi       ,Uttar Pradesh,556533,742.6,92445696.63,133567.92,22.96777778,0.168750257
Rapeseed &Mustard,2010,Rabi       ,Uttar Pradesh,603593,742.6,100262833.2,144862.32,1.056944444,0.168750257
Rice,2010,Kharif     ,Uttar Pradesh,5631949,742.6,935523048.4,1351667.76,2.052916667,0.168750257
Rice,2010,Summer     ,Uttar Pradesh,25121,742.6,4172849.31,6029.04,2.032222222,0.168750257
Sannhamp,2010,Kharif     ,Uttar Pradesh,2065,742.6,343017.15,495.6,0.325294118,0.168750257
Sesamum,2010,Kharif     ,Uttar Pradesh,335623,742.6,55750336.53,80549.52,0.194626866,0.168750257
Small millets,2010,Kharif     ,Uttar Pradesh,8762,742.6,1455455.82,2102.88,0.781666667,0.168750257
Soyabean,2010,Kharif     ,Uttar Pradesh,10939,742.6,1817077.29,2625.36,1.216923077,0.168750257
Sugarcane,2010,Kharif     ,Uttar Pradesh,2124850,742.6,352958833.5,509964,52.28,0.168750257
Sunflower,2010,Summer     ,Uttar Pradesh,4083,742.6,678227.13,979.92,2.002777778,0.168750257
Sweet potato,2010,Kharif     ,Uttar Pradesh,16779,742.6,2787159.69,4026.96,12.29888889,0.168750257
Tobacco,2010,Rabi       ,Uttar Pradesh,25906,742.6,4303245.66,6217.44,5.069,0.168750257
Turmeric,2010,Rabi       ,Uttar Pradesh,1294,742.6,214946.34,310.56,3.1075,0.168750257
Urad,2010,Kharif     ,Uttar Pradesh,494406,742.6,82125780.66,118657.44,0.653194444,0.168750257
Urad,2010,Summer     ,Uttar Pradesh,61321,742.6,10186031.31,14717.04,0.685,0.168750257
Wheat,2010,Rabi       ,Uttar Pradesh,9636540,742.6,1600725659,2312769.6,3.077222222,0.168750257
Arhar/Tur,2010,Kharif     ,Uttarakhand,1963,1419,326073.93,471.12,0.691818182,0.294938144
Barley,2010,Rabi       ,Uttarakhand,22032,1419,3659735.52,5287.68,1.436923077,0.294938144
Garlic,2010,Whole Year ,Uttarakhand,3000,1419,498330,720,4.863333333,0.294938144
Gram,2010,Rabi       ,Uttarakhand,728,1419,120928.08,174.72,0.67,0.294938144
Groundnut,2010,Kharif     ,Uttarakhand,1330,1419,220926.3,319.2,1.112,0.294938144
Horse-gram,2010,Kharif     ,Uttarakhand,9690,1419,1609605.9,2325.6,0.854545455,0.294938144
Maize,2010,Kharif     ,Uttarakhand,26193,1419,4350919.23,6286.32,1.386153846,0.294938144
Maize,2010,Rabi       ,Uttarakhand,64,1419,10631.04,15.36,1.896666667,0.294938144
Masoor,2010,Rabi       ,Uttarakhand,11027,1419,1831694.97,2646.48,0.732307692,0.294938144
Moong(Green Gram),2010,Kharif     ,Uttarakhand,102,1419,16943.22,24.48,0.515,0.294938144
Moong(Green Gram),2010,Rabi       ,Uttarakhand,16,1419,2657.76,3.84,0.605,0.294938144
Moth,2010,Kharif     ,Uttarakhand,22,1419,3654.42,5.28,0.405,0.294938144
Onion,2010,Whole Year ,Uttarakhand,2230,1419,370425.3,535.2,5.695833333,0.294938144
Other  Rabi pulses,2010,Rabi       ,Uttarakhand,33,1419,5481.63,7.92,0.638333333,0.294938144
Other Cereals,2010,Kharif     ,Uttarakhand,69860,1419,11604444.6,16766.4,1.115454545,0.294938144
Other Cereals,2010,Rabi       ,Uttarakhand,317,1419,52656.87,76.08,1.094285714,0.294938144
Other Kharif pulses,2010,Kharif     ,Uttarakhand,13019,1419,2162586.09,3124.56,0.893636364,0.294938144
Peas & beans (Pulses),2010,Rabi       ,Uttarakhand,6636,1419,1102305.96,1592.64,0.711538462,0.294938144
Potato,2010,Kharif     ,Uttarakhand,7578,1419,1258781.58,1818.72,8.47,0.294938144
Potato,2010,Rabi       ,Uttarakhand,4793,1419,796165.23,1150.32,12.43307692,0.294938144
Ragi,2010,Kharif     ,Uttarakhand,119207,1419,19801474.77,28609.68,1.428181818,0.294938144
Rapeseed &Mustard,2010,Rabi       ,Uttarakhand,12663,1419,2103450.93,3039.12,0.660769231,0.294938144
Rice,2010,Kharif     ,Uttarakhand,270416,1419,44918801.76,64899.84,1.540769231,0.294938144
Rice,2010,Rabi       ,Uttarakhand,15277,1419,2537662.47,3666.48,2.25,0.294938144
Sesamum,2010,Kharif     ,Uttarakhand,1887,1419,313449.57,452.88,0.210769231,0.294938144
Soyabean,2010,Kharif     ,Uttarakhand,8135,1419,1351304.85,1952.4,1.146363636,0.294938144
Sugarcane,2010,Whole Year ,Uttarakhand,102402,1419,17009996.22,24576.48,61.34,0.294938144
Tobacco,2010,Whole Year ,Uttarakhand,8,1419,1328.88,1.92,2.89,0.294938144
Turmeric,2010,Whole Year ,Uttarakhand,191,1419,31727.01,45.84,2.015714286,0.294938144
Urad,2010,Kharif     ,Uttarakhand,10475,1419,1740002.25,2514,0.697692308,0.294938144
Urad,2010,Rabi       ,Uttarakhand,176,1419,29235.36,42.24,0.546666667,0.294938144
Wheat,2010,Rabi       ,Uttarakhand,371225,1419,61664184.75,89094,1.863846154,0.294938144
other oilseeds,2010,Kharif     ,Uttarakhand,431,1419,71593.41,103.44,0.57625,0.294938144
other oilseeds,2010,Rabi       ,Uttarakhand,784,1419,130230.24,188.16,0.75625,0.294938144
Arhar/Tur,2010,Rabi       ,Jharkhand,18225,694.6,3027354.75,4374,1.330833333,0.155092766
Gram,2010,Rabi       ,Jharkhand,15453,694.6,2566897.83,3708.72,0.642083333,0.155092766
Masoor,2010,Rabi       ,Jharkhand,1576,694.6,261789.36,378.24,0.702,0.155092766
Onion,2010,Rabi       ,Jharkhand,3026,694.6,502648.86,726.24,6.59,0.155092766
Potato,2010,Rabi       ,Jharkhand,18078,694.6,3002936.58,4338.72,5.753333333,0.155092766
Rapeseed &Mustard,2010,Rabi       ,Jharkhand,10475,694.6,1740002.25,2514,0.74125,0.155092766
Wheat,2010,Rabi       ,Jharkhand,49596,694.6,8238391.56,11903.04,1.091666667,0.155092766
Arhar/Tur,2010,Rabi       ,West Bengal,1555,1096,258301.05,373.2,1.18,0.156320247
Bajra,2010,Kharif     ,West Bengal,64,1096,10631.04,15.36,0.675,0.156320247
