Crop,Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Soil_Moisture
Arecanut,1997,Whole Year ,Assam,73814,2051.4,7024878.38,22882.34,0.796086957,0.272052002
Arhar/Tur,1997,Kharif     ,Assam,6637,2051.4,631643.29,2057.47,0.710434783,0.272052002
Castor seed,1997,Kharif     ,Assam,796,2051.4,75755.32,246.76,0.238333333,0.272052002
Coconut ,1997,Whole Year ,Assam,19656,2051.4,1870661.52,6093.36,5238.051739,0.272052002
Cotton(lint),1997,Kharif     ,Assam,1739,2051.4,165500.63,539.09,0.420909091,0.272052002
Dry chillies,1997,Whole Year ,Assam,13587,2051.4,1293074.79,4211.97,0.643636364,0.272052002
Gram,1997,Rabi       ,Assam,2979,2051.4,283511.43,923.49,0.465454545,0.272052002
Jute,1997,Kharif     ,Assam,94520,2051.4,8995468.4,29301.2,9.919565217,0.272052002
Linseed,1997,Rabi       ,Assam,10098,2051.4,961026.66,3130.38,0.461363636,0.272052002
Maize,1997,Kharif     ,Assam,19216,2051.4,1828786.72,5956.96,0.615652174,0.272052002
Mesta,1997,Kharif     ,Assam,5915,2051.4,562930.55,1833.65,4.568947368,0.272052002
Niger seed,1997,Whole Year ,Assam,9914,2051.4,943515.38,3073.34,0.482352941,0.272052002
Onion,1997,Whole Year ,Assam,7832,2051.4,745371.44,2427.92,2.342608696,0.272052002
Other  Rabi pulses,1997,Rabi       ,Assam,108297,2051.4,10306625.49,33572.07,0.520869565,0.272052002
Potato,1997,Whole Year ,Assam,75259,2051.4,7162399.03,23330.29,7.561304348,0.272052002
Rapeseed &Mustard,1997,Rabi       ,Assam,279292,2051.4,26580219.64,86580.52,0.554782609,0.272052002
Rice,1997,Autumn     ,Assam,607358,2051.4,57802260.86,188280.98,0.780869565,0.272052002
Rice,1997,Summer     ,Assam,174974,2051.4,16652275.58,54241.94,1.060434783,0.272052002
Rice,1997,Winter     ,Assam,1743321,2051.4,165911859.6,540429.51,0.941304348,0.272052002
Sesamum,1997,Whole Year ,Assam,15765,2051.4,1500355.05,4887.15,0.487391304,0.272052002
Small millets,1997,Kharif     ,Assam,10490,2051.4,998333.3,3251.9,0.473,0.272052002
Sugarcane,1997,Kharif     ,Assam,31318,2051.4,2980534.06,9708.58,41.89695652,0.272052002
Sweet potato,1997,Whole Year ,Assam,9380,2051.4,892694.6,2907.8,3.440434783,0.272052002
Tapioca,1997,Whole Year ,Assam,2465,2051.4,234594.05,764.15,4.41826087,0.272052002
Tobacco,1997,Whole Year ,Assam,433,2051.4,41208.61,134.23,0.38,0.272052002
Turmeric,1997,Whole Year ,Assam,10071,2051.4,958457.07,3122.01,0.67,0.272052002
Wheat,1997,Rabi       ,Assam,84698,2051.4,8060708.66,26256.38,1.25952381,0.272052002
Arecanut,1997,Whole Year ,Karnataka,93100,1266.7,8860327,28861,1.293571429,0.225533219
Arhar/Tur,1997,Kharif     ,Karnataka,421810,1266.7,40143657.7,130761.1,0.268235294,0.225533219
Bajra,1997,Kharif     ,Karnataka,301149,1266.7,28660350.33,93356.19,0.404545455,0.225533219
Bajra,1997,Summer     ,Karnataka,820,1266.7,78039.4,254.2,0.81,0.225533219
Black pepper,1997,Kharif     ,Karnataka,3825,1266.7,364025.25,1185.75,0.4375,0.225533219
Cardamom,1997,Whole Year ,Karnataka,21230,1266.7,2020459.1,6581.3,0.058571429,0.225533219
Coriander,1997,Whole Year ,Karnataka,17317,1266.7,1648058.89,5368.27,0.121333333,0.225533219
Dry chillies,1997,Kharif     ,Karnataka,186579,1266.7,17756723.43,57839.49,1.078333333,0.225533219
Dry chillies,1997,Rabi       ,Karnataka,4565,1266.7,434451.05,1415.15,1.869444444,0.225533219
Garlic,1997,Whole Year ,Karnataka,5061,1266.7,481655.37,1568.91,1.585,0.225533219
Ginger,1997,Kharif     ,Karnataka,3619,1266.7,344420.23,1121.89,1.262307692,0.225533219
Groundnut,1997,Kharif     ,Karnataka,847666,1266.7,80672373.22,262776.46,0.709411765,0.225533219
Groundnut,1997,Rabi       ,Karnataka,192416,1266.7,18312230.72,59648.96,1.133333333,0.225533219
Horse-gram,1997,Kharif     ,Karnataka,178872,1266.7,17023248.24,55450.32,0.45,0.225533219
Horse-gram,1997,Rabi       ,Karnataka,163173,1266.7,15529174.41,50583.63,0.514705882,0.225533219
Jowar,1997,Kharif     ,Karnataka,389690,1266.7,37086797.3,120803.9,1.228,0.225533219
Jowar,1997,Rabi       ,Karnataka,1501172,1266.7,142866539.2,465363.32,0.510714286,0.225533219
Jowar,1997,Summer     ,Karnataka,6137,1266.7,584058.29,1902.47,2.470909091,0.225533219
Maize,1997,Kharif     ,Karnataka,502797,1266.7,47851190.49,155867.07,2.687777778,0.225533219
Maize,1997,Rabi       ,Karnataka,48844,1266.7,4648483.48,15141.64,1.98,0.225533219
Maize,1997,Summer     ,Karnataka,9730,1266.7,926004.1,3016.3,2.165714286,0.225533219
Ragi,1997,Kharif     ,Karnataka,897921,1266.7,85455141.57,278355.51,1.191333333,0.225533219
Ragi,1997,Rabi       ,Karnataka,27104,1266.7,2579487.68,8402.24,1.312222222,0.225533219
Ragi,1997,Summer     ,Karnataka,13521,1266.7,1286793.57,4191.51,1.847777778,0.225533219
Rice,1997,Kharif     ,Karnataka,1031530,1266.7,98170710.1,319774.3,2.2335,0.225533219
Rice,1997,Rabi       ,Karnataka,53889,1266.7,5128616.13,16705.59,2.073846154,0.225533219
Rice,1997,Summer     ,Karnataka,268044,1266.7,25509747.48,83093.64,2.829444444,0.225533219
Sugarcane,1997,Whole Year ,Karnataka,308857,1266.7,29393920.69,95745.67,91.74736842,0.225533219
Turmeric,1997,Whole Year ,Karnataka,4342,1266.7,413228.14,1346.02,4.452941176,0.225533219
Wheat,1997,Rabi       ,Karnataka,250698,1266.7,23858928.66,77716.38,0.548333333,0.225533219
Arecanut,1997,Whole Year ,Kerala,76145,3252.4,7246719.65,23604.95,1.147857143,0.279859567
Black pepper,1997,Whole Year ,Kerala,173855,3252.4,16545780.35,53895.05,0.240714286,0.279859567
Cashewnut,1997,Whole Year ,Kerala,96073,3252.4,9143267.41,29782.63,0.589285714,0.279859567
Coconut ,1997,Whole Year ,Kerala,884344,3252.4,84163018.48,274146.64,5376.054286,0.279859567
Tapioca,1997,Whole Year ,Kerala,132875,3252.4,12645713.75,41191.25,22.80357143,0.279859567
Arecanut,1997,Whole Year ,Meghalaya,9569,3818.2,910681.73,2966.39,1.245714286,0.302000396
Arhar/Tur,1997,Kharif     ,Meghalaya,865,3818.2,82322.05,268.15,0.806666667,0.302000396
Banana,1997,Whole Year ,Meghalaya,5239,3818.2,498595.63,1624.09,11.20714286,0.302000396
Castor seed,1997,Rabi       ,Meghalaya,30,3818.2,2855.1,9.3,0.49,0.302000396
Cotton(lint),1997,Kharif     ,Meghalaya,7544,3818.2,717962.48,2338.64,0.796666667,0.302000396
Dry chillies,1997,Whole Year ,Meghalaya,1766,3818.2,168070.22,547.46,0.64,0.302000396
Ginger,1997,Kharif     ,Meghalaya,7357,3818.2,700165.69,2280.67,6.054285714,0.302000396
Gram,1997,Rabi       ,Meghalaya,443,3818.2,42160.31,137.33,0.613333333,0.302000396
Jute,1997,Kharif     ,Meghalaya,4243,3818.2,403806.31,1315.33,8.436666667,0.302000396
Linseed,1997,Kharif     ,Meghalaya,50,3818.2,4758.5,15.5,0.44,0.302000396
Maize,1997,Kharif     ,Meghalaya,17175,3818.2,1634544.75,5324.25,1.444285714,0.302000396
Mesta,1997,Kharif     ,Meghalaya,4688,3818.2,446156.96,1453.28,4.68,0.302000396
Mesta,1997,Whole Year ,Meghalaya,861,3818.2,81941.37,266.91,0.7525,0.302000396
Other  Rabi pulses,1997,Rabi       ,Meghalaya,1909,3818.2,181679.53,591.79,0.777142857,0.302000396
Potato,1997,Whole Year ,Meghalaya,20764,3818.2,1976109.88,6436.84,8.641428571,0.302000396
Rapeseed &Mustard,1997,Rabi       ,Meghalaya,6914,3818.2,658005.38,2143.34,0.608571429,0.302000396
Rice,1997,Kharif     ,Meghalaya,105170,3818.2,10009028.9,32602.7,1.378571429,0.302000396
Sesamum,1997,Kharif     ,Meghalaya,1326,3818.2,126195.42,411.06,0.575714286,0.302000396
Small millets,1997,Kharif     ,Meghalaya,2804,3818.2,266856.68,869.24,0.861428571,0.302000396
Soyabean,1997,Kharif     ,Meghalaya,898,3818.2,85462.66,278.38,0.921428571,0.302000396
Sugarcane,1997,Whole Year ,Meghalaya,82,3818.2,7803.94,25.42,2.352,0.302000396
Sweet potato,1997,Whole Year ,Meghalaya,5212,3818.2,496026.04,1615.72,3.221428571,0.302000396
Tapioca,1997,Whole Year ,Meghalaya,3959,3818.2,376778.03,1227.29,6.537142857,0.302000396
Tobacco,1997,Rabi       ,Meghalaya,742,3818.2,70616.14,230.02,0.618,0.302000396
Turmeric,1997,Whole Year ,Meghalaya,1401,3818.2,133333.17,434.31,5.425714286,0.302000396
Wheat,1997,Rabi       ,Meghalaya,4287,3818.2,407993.79,1328.97,1.385,0.302000396
Arecanut,1997,Whole Year ,West Bengal,8058,1852.9,766879.86,2497.98,1.691764706,0.194074233
Arhar/Tur,1997,Whole Year ,West Bengal,3630,1852.9,345467.1,1125.3,0.777692308,0.194074233
Bajra,1997,Kharif     ,West Bengal,207,1852.9,19700.19,64.17,0.426666667,0.194074233
Barley,1997,Whole Year ,West Bengal,6116,1852.9,582059.72,1895.96,1.68,0.194074233
Cardamom,1997,Whole Year ,West Bengal,2674,1852.9,254484.58,828.94,0,0.194074233
Castor seed,1997,Whole Year ,West Bengal,660,1852.9,62812.2,204.6,0.07,0.194074233
Coconut ,1997,Whole Year ,West Bengal,24273,1852.9,2310061.41,7524.63,13003.78778,0.194074233
Cotton(lint),1997,Kharif     ,West Bengal,26000,1852.9,2474420,8060,2,0.194074233
Dry chillies,1997,Whole Year ,West Bengal,64034,1852.9,6094115.78,19850.54,0.942777778,0.194074233
Gram,1997,Rabi       ,West Bengal,25485,1852.9,2425407.45,7900.35,0.5975,0.194074233
Groundnut,1997,Whole Year ,West Bengal,29615,1852.9,2818459.55,9180.65,1.13,0.194074233
Horse-gram,1997,Kharif     ,West Bengal,5645,1852.9,537234.65,1749.95,0.438888889,0.194074233
Jowar,1997,Whole Year ,West Bengal,948,1852.9,90221.16,293.88,0.482,0.194074233
Jute,1997,Kharif     ,West Bengal,641574,1852.9,61058597.58,198887.94,13.44588235,0.194074233
Khesari,1997,Rabi       ,West Bengal,25261,1852.9,2404089.37,7830.91,1.095882353,0.194074233
Linseed,1997,Whole Year ,West Bengal,16486,1852.9,1568972.62,5110.66,0.251538462,0.194074233
Maize,1997,Whole Year ,West Bengal,35469,1852.9,3375584.73,10995.39,2.658461538,0.194074233
Masoor,1997,Rabi       ,West Bengal,51202,1852.9,4872894.34,15872.62,0.662352941,0.194074233
Mesta,1997,Kharif     ,West Bengal,9689,1852.9,922102.13,3003.59,9.154166667,0.194074233
Moong(Green Gram),1997,Kharif     ,West Bengal,1490,1852.9,141803.3,461.9,0.548888889,0.194074233
Moong(Green Gram),1997,Rabi       ,West Bengal,3269,1852.9,311110.73,1013.39,0.542857143,0.194074233
Moong(Green Gram),1997,Summer     ,West Bengal,9959,1852.9,947798.03,3087.29,0.046,0.194074233
Niger seed,1997,Rabi       ,West Bengal,50808100,1852.9,4835406877,15750511,0.698888889,0.194074233
Niger seed,1997,Whole Year ,West Bengal,6512,1852.9,619747.04,2018.72,0.40375,0.194074233
Other Kharif pulses,1997,Kharif     ,West Bengal,1279,1852.9,121722.43,396.49,0.585,0.194074233
Potato,1997,Whole Year ,West Bengal,284015,1852.9,27029707.55,88044.65,18.23722222,0.194074233
Ragi,1997,Autumn     ,West Bengal,12607,1852.9,1199808.19,3908.17,0.986,0.194074233
Rapeseed &Mustard,1997,Whole Year ,West Bengal,327123,1852.9,31132295.91,101408.13,0.718333333,0.194074233
Rice,1997,Autumn     ,West Bengal,423121,1852.9,40268425.57,131167.51,1.837222222,0.194074233
Rice,1997,Summer     ,West Bengal,1206829,1852.9,114853915.9,374116.99,2.843888889,0.194074233
Rice,1997,Winter     ,West Bengal,4270328,1852.9,406407115.8,1323801.68,1.985555556,0.194074233
Safflower,1997,Whole Year ,West Bengal,10800,1852.9,1027836,3348,0.2975,0.194074233
Sannhamp,1997,Whole Year ,West Bengal,2015,1852.9,191767.55,624.65,4.598571429,0.194074233
Sesamum,1997,Whole Year ,West Bengal,127913,1852.9,12173480.21,39653.03,0.649444444,0.194074233
Small millets,1997,Whole Year ,West Bengal,5046,1852.9,480227.82,1564.26,0.626666667,0.194074233
Soyabean,1997,Kharif     ,West Bengal,1555,1852.9,147989.35,482.05,1.196666667,0.194074233
Sugarcane,1997,Whole Year ,West Bengal,25797,1852.9,2455100.49,7997.07,67.83625,0.194074233
Sunflower,1997,Whole Year ,West Bengal,278,1852.9,26457.26,86.18,0,0.194074233
Turmeric,1997,Whole Year ,West Bengal,12481,1852.9,1187816.77,3869.11,1.661111111,0.194074233
Urad,1997,Kharif     ,West Bengal,69271,1852.9,6592521.07,21474.01,1.825,0.194074233
Urad,1997,Rabi       ,West Bengal,16694,1852.9,1588767.98,5175.14,0.628333333,0.194074233
Wheat,1997,Rabi       ,West Bengal,367374,1852.9,34962983.58,113885.94,1.886666667,0.194074233
Arecanut,1998,Kharif     ,Puducherry,66,1434.5875,6520.8,19.14,0.35,0.189399728
Bajra,1998,Kharif     ,Puducherry,149,1434.5875,14721.2,43.21,2.17,0.189399728
Black pepper,1998,Kharif     ,Puducherry,12,1434.5875,1185.6,3.48,0.58,0.189399728
Coriander,1998,Kharif     ,Puducherry,2,1434.5875,197.6,0.58,0.5,0.189399728
Cotton(lint),1998,Summer     ,Puducherry,453,1434.5875,44756.4,131.37,0.84,0.189399728
Dry chillies,1998,Kharif     ,Puducherry,8,1434.5875,790.4,2.32,2.75,0.189399728
Groundnut,1998,Rabi       ,Puducherry,1046,1434.5875,103344.8,303.34,1.54,0.189399728
Onion,1998,Kharif     ,Puducherry,26,1434.5875,2568.8,7.54,16.5,0.189399728
Ragi,1998,Kharif     ,Puducherry,112,1434.5875,11065.6,32.48,3.27,0.189399728
Rice,1998,Kharif     ,Puducherry,4945,1434.5875,488566,1434.05,2.46,0.189399728
Rice,1998,Rabi       ,Puducherry,13961,1434.5875,1379346.8,4048.69,2.555,0.189399728
Rice,1998,Summer     ,Puducherry,5716,1434.5875,564740.8,1657.64,2.55,0.189399728
Sesamum,1998,Kharif     ,Puducherry,147,1434.5875,14523.6,42.63,0.806666667,0.189399728
Small millets,1998,Kharif     ,Puducherry,4,1434.5875,395.2,1.16,0.75,0.189399728
Sugarcane,1998,Kharif     ,Puducherry,2710,1434.5875,267748,785.9,82.595,0.189399728
Tapioca,1998,Kharif     ,Puducherry,649,1434.5875,64121.2,188.21,20,0.189399728
Arecanut,1998,Whole Year ,Assam,74457,2354.4,7356351.6,21592.53,0.784347826,0.299871647
Arhar/Tur,1998,Kharif     ,Assam,7657,2354.4,756511.6,2220.53,0.709130435,0.299871647
Banana,1998,Whole Year ,Assam,41885,2354.4,4138238,12146.65,13.78826087,0.299871647
Castor seed,1998,Kharif     ,Assam,1728,2354.4,170726.4,501.12,0.411428571,0.299871647
Coconut ,1998,Whole Year ,Assam,20166,2354.4,1992400.8,5848.14,6045.886957,0.299871647
Cotton(lint),1998,Kharif     ,Assam,1652,2354.4,163217.6,479.08,0.399130435,0.299871647
Dry chillies,1998,Whole Year ,Assam,14724,2354.4,1454731.2,4269.96,0.636956522,0.299871647
Gram,1998,Rabi       ,Assam,3002,2354.4,296597.6,870.58,0.460454545,0.299871647
Jute,1998,Kharif     ,Assam,78702,2354.4,7775757.6,22823.58,9.040869565,0.299871647
Linseed,1998,Rabi       ,Assam,10222,2354.4,1009933.6,2964.38,0.480909091,0.299871647
Maize,1998,Kharif     ,Assam,19810,2354.4,1957228,5744.9,0.608695652,0.299871647
Mesta,1998,Kharif     ,Assam,5260,2354.4,519688,1525.4,4.9105,0.299871647
Niger seed,1998,Kharif     ,Assam,8753,2354.4,864796.4,2538.37,0.520555556,0.299871647
Onion,1998,Whole Year ,Assam,8083,2354.4,798600.4,2344.07,2.340434783,0.299871647
Other  Rabi pulses,1998,Rabi       ,Assam,116141,2354.4,11474730.8,33680.89,0.50826087,0.299871647
Potato,1998,Whole Year ,Assam,76958,2354.4,7603450.4,22317.82,7.230434783,0.299871647
Rapeseed &Mustard,1998,Rabi       ,Assam,288829,2354.4,28536305.2,83760.41,0.473478261,0.299871647
Rice,1998,Autumn     ,Assam,594979,2354.4,58783925.2,172543.91,1.055652174,0.299871647
Rice,1998,Summer     ,Assam,223913,2354.4,22122604.4,64934.77,1.685217391,0.299871647
Rice,1998,Winter     ,Assam,1635230,2354.4,161560724,474216.7,1.395652174,0.299871647
Sesamum,1998,Kharif     ,Assam,15940,2354.4,1574872,4622.6,0.485217391,0.299871647
Small millets,1998,Kharif     ,Assam,10547,2354.4,1042043.6,3058.63,0.521363636,0.299871647
Sugarcane,1998,Whole Year ,Assam,30571,2354.4,3020414.8,8865.59,39.89304348,0.299871647
Sweet potato,1998,Whole Year ,Assam,9433,2354.4,931980.4,2735.57,3.435652174,0.299871647
Tapioca,1998,Whole Year ,Assam,2798,2354.4,276442.4,811.42,4.445217391,0.299871647
Tobacco,1998,Whole Year ,Assam,1465,2354.4,144742,424.85,0.569545455,0.299871647
Turmeric,1998,Whole Year ,Assam,10729,2354.4,1060025.2,3111.41,0.666956522,0.299871647
Wheat,1998,Rabi       ,Assam,89591,2354.4,8851590.8,25981.39,0.999545455,0.299871647
Arecanut,1998,Whole Year ,Goa,1500,2964.9,148200,435,1.21,0.18944014
Banana,1998,Whole Year ,Goa,1900,2964.9,187720,551,7.58,0.18944014
Black pepper,1998,Whole Year ,Goa,250,2964.9,24700,72.5,0.28,0.18944014
Cashewnut,1998,Whole Year ,Goa,52875,2964.9,5224050,15333.75,0.28,0.18944014
Coconut ,1998,Whole Year ,Goa,24858,2964.9,2455970.4,7208.82,4867.65,0.18944014
Groundnut,1998,Kharif     ,Goa,350,2964.9,34580,101.5,1.18,0.18944014
Groundnut,1998,Rabi       ,Goa,1048,2964.9,103542.4,303.92,2.03,0.18944014
Other  Rabi pulses,1998,Rabi       ,Goa,8671,2964.9,856694.8,2514.59,1.06,0.18944014
Other Kharif pulses,1998,Kharif     ,Goa,1200,2964.9,118560,348,0.27,0.18944014
Ragi,1998,Kharif     ,Goa,2500,2964.9,247000,725,0.99,0.18944014
Rice,1998,Kharif     ,Goa,41000,2964.9,4050800,11890,2.54,0.18944014
Rice,1998,Rabi       ,Goa,15439,2964.9,1525373.2,4477.31,3.04,0.18944014
Sugarcane,1998,Whole Year ,Goa,1320,2964.9,130416,382.8,48.48,0.18944014
Arecanut,1998,Whole Year ,Karnataka,98047,1260.8,9687043.6,28433.63,6.232,0.196721606
Arhar/Tur,1998,Kharif     ,Karnataka,475396,1260.8,46969124.8,137864.84,0.400833333,0.196721606
Bajra,1998,Kharif     ,Karnataka,415816,1260.8,41082620.8,120586.64,0.601764706,0.196721606
Bajra,1998,Rabi       ,Karnataka,451,1260.8,44558.8,130.79,1.19,0.196721606
Bajra,1998,Summer     ,Karnataka,846,1260.8,83584.8,245.34,0.59,0.196721606
Black pepper,1998,Whole Year ,Karnataka,4387,1260.8,433435.6,1272.23,2.238,0.196721606
Cardamom,1998,Whole Year ,Karnataka,20218,1260.8,1997538.4,5863.22,0.06,0.196721606
Castor seed,1998,Kharif     ,Karnataka,27246,1260.8,2691904.8,7901.34,0.831818182,0.196721606
Coconut ,1998,Whole Year ,Karnataka,310399,1260.8,30667421.2,90015.71,4692.261111,0.196721606
Coriander,1998,Whole Year ,Karnataka,17935,1260.8,1771978,5201.15,0.118,0.196721606
Cotton(lint),1998,Kharif     ,Karnataka,636495,1260.8,62885706,184583.55,1.556521739,0.196721606
Dry chillies,1998,Whole Year ,Karnataka,170319,1260.8,16827517.2,49392.51,1.123703704,0.196721606
Garlic,1998,Whole Year ,Karnataka,3574,1260.8,353111.2,1036.46,1.459411765,0.196721606
Ginger,1998,Kharif     ,Karnataka,3896,1260.8,384924.8,1129.84,12.75944444,0.196721606
Gram,1998,Rabi       ,Karnataka,355326,1260.8,35106208.8,103044.54,0.573478261,0.196721606
Groundnut,1998,Kharif     ,Karnataka,1012577,1260.8,100042607.6,293647.33,0.8568,0.196721606
Groundnut,1998,Rabi       ,Karnataka,217445,1260.8,21483566,63059.05,1.3052,0.196721606
Horse-gram,1998,Kharif     ,Karnataka,189486,1260.8,18721216.8,54950.94,0.504615385,0.196721606
Horse-gram,1998,Rabi       ,Karnataka,134779,1260.8,13316165.2,39085.91,0.4492,0.196721606
Jowar,1998,Kharif     ,Karnataka,420808,1260.8,41575830.4,122034.32,1.305714286,0.196721606
Jowar,1998,Rabi       ,Karnataka,1420162,1260.8,140312005.6,411846.98,0.7235,0.196721606
Jowar,1998,Summer     ,Karnataka,8897,1260.8,879023.6,2580.13,2.461333333,0.196721606
Linseed,1998,Rabi       ,Karnataka,19806,1260.8,1956832.8,5743.74,0.315,0.196721606
Maize,1998,Kharif     ,Karnataka,450472,1260.8,44506633.6,130636.88,3.366,0.196721606
Maize,1998,Rabi       ,Karnataka,49922,1260.8,4932293.6,14477.38,1.97952381,0.196721606
Maize,1998,Summer     ,Karnataka,11974,1260.8,1183031.2,3472.46,2.241904762,0.196721606
Moong(Green Gram),1998,Kharif     ,Karnataka,311720,1260.8,30797936,90398.8,0.180769231,0.196721606
Moong(Green Gram),1998,Rabi       ,Karnataka,15627,1260.8,1543947.6,4531.83,0.438823529,0.196721606
Niger seed,1998,Kharif     ,Karnataka,41853,1260.8,4135076.4,12137.37,0.214782609,0.196721606
Onion,1998,Kharif     ,Karnataka,79921,1260.8,7896194.8,23177.09,5.363636364,0.196721606
Onion,1998,Rabi       ,Karnataka,8882,1260.8,877541.6,2575.78,8.936315789,0.196721606
Onion,1998,Summer     ,Karnataka,4797,1260.8,473943.6,1391.13,11.86631579,0.196721606
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730,1260.8,170924,501.7,9.265882353,0.196721606
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494,1260.8,48807.2,143.26,8.948181818,0.196721606
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583,1260.8,156400.4,459.07,7.827,0.196721606
Potato,1998,Kharif     ,Karnataka,28755,1260.8,2840994,8338.95,12.37333333,0.196721606
Potato,1998,Rabi       ,Karnataka,4173,1260.8,412292.4,1210.17,18.90714286,0.196721606
Potato,1998,Summer     ,Karnataka,1137,1260.8,112335.6,329.73,17.6,0.196721606
Potato,1998,Whole Year ,Karnataka,268,1260.8,26478.4,77.72,14.59,0.196721606
Ragi,1998,Kharif     ,Karnataka,986173,1260.8,97433892.4,285990.17,1.418,0.196721606
Ragi,1998,Rabi       ,Karnataka,33833,1260.8,3342700.4,9811.57,1.361,0.196721606
Ragi,1998,Summer     ,Karnataka,10673,1260.8,1054492.4,3095.17,2.239230769,0.196721606
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673,1260.8,659292.4,1935.17,0.210625,0.196721606
Rice,1998,Kharif     ,Karnataka,1079193,1260.8,106624268.4,312965.97,2.310740741,0.196721606
Rice,1998,Rabi       ,Karnataka,51782,1260.8,5116061.6,15016.78,2.054285714,0.196721606
Rice,1998,Summer     ,Karnataka,295830,1260.8,29228004,85790.7,2.99375,0.196721606
Safflower,1998,Rabi       ,Karnataka,97487,1260.8,9631715.6,28271.23,0.616428571,0.196721606
Sesamum,1998,Kharif     ,Karnataka,115250,1260.8,11386700,33422.5,0.417307692,0.196721606
Soyabean,1998,Kharif     ,Karnataka,65309,1260.8,6452529.2,18939.61,1.060588235,0.196721606
Sunflower,1998,Kharif     ,Karnataka,430676,1260.8,42550788.8,124896.04,0.382608696,0.196721606
Sunflower,1998,Rabi       ,Karnataka,359514,1260.8,35519983.2,104259.06,0.390416667,0.196721606
Sunflower,1998,Summer     ,Karnataka,43156,1260.8,4263812.8,12515.24,0.595217391,0.196721606
Turmeric,1998,Whole Year ,Karnataka,5007,1260.8,494691.6,1452.03,4.682380952,0.196721606
Wheat,1998,Rabi       ,Karnataka,268981,1260.8,26575322.8,78004.49,0.848823529,0.196721606
Arecanut,1998,Whole Year ,Kerala,73639,3151.5,7275533.2,21355.31,0.797857143,0.276482464
Banana,1998,Whole Year ,Kerala,30521,3151.5,3015474.8,8851.09,12.85714286,0.276482464
Black pepper,1998,Whole Year ,Kerala,182384,3151.5,18019539.2,52891.36,0.261428571,0.276482464
Cardamom,1998,Whole Year ,Kerala,41449,3151.5,4095161.2,12020.21,0.045555556,0.276482464
Cashewnut,1998,Whole Year ,Kerala,91268,3151.5,9017278.4,26467.72,0.484285714,0.276482464
Coconut ,1998,Whole Year ,Kerala,882288,3151.5,87170054.4,255863.52,5304.749286,0.276482464
Cotton(lint),1998,Kharif     ,Kerala,10999,3151.5,1086701.2,3189.71,1.61,0.276482464
Dry chillies,1998,Whole Year ,Kerala,297,3151.5,29343.6,86.13,0.937777778,0.276482464
Garlic,1998,Whole Year ,Kerala,742,3151.5,73309.6,215.18,17,0.276482464
Ginger,1998,Whole Year ,Kerala,11107,3151.5,1097371.6,3221.03,2.93,0.276482464
Groundnut,1998,Kharif     ,Kerala,7021,3151.5,693674.8,2036.09,0.62,0.276482464
Jowar,1998,Kharif     ,Kerala,2177,3151.5,215087.6,631.33,0.505,0.276482464
Ragi,1998,Kharif     ,Kerala,1157,3151.5,114311.6,335.53,0.81,0.276482464
Rice,1998,Autumn     ,Kerala,120217,3151.5,11877439.6,34862.93,1.856923077,0.276482464
Rice,1998,Summer     ,Kerala,57700,3151.5,5700760,16733,2.116153846,0.276482464
Rice,1998,Winter     ,Kerala,174714,3151.5,17261743.2,50667.06,1.937142857,0.276482464
Sesamum,1998,Kharif     ,Kerala,3303,3151.5,326336.4,957.87,0.467272727,0.276482464
Sugarcane,1998,Whole Year ,Kerala,6160,3151.5,608608,1786.4,64.83,0.276482464
Sweet potato,1998,Whole Year ,Kerala,1099,3151.5,108581.2,318.71,11.718,0.276482464
Tapioca,1998,Whole Year ,Kerala,112774,3151.5,11142071.2,32704.46,25.51785714,0.276482464
Tobacco,1998,Whole Year ,Kerala,41,3151.5,4050.8,11.89,5.56,0.276482464
Turmeric,1998,Whole Year ,Kerala,3706,3151.5,366152.8,1074.74,1.997857143,0.276482464
Arecanut,1998,Whole Year ,Meghalaya,9585,6552.7,946998,2779.65,1.151666667,0.312366357
Arhar/Tur,1998,Kharif     ,Meghalaya,861,6552.7,85066.8,249.69,0.803333333,0.312366357
Banana,1998,Whole Year ,Meghalaya,5194,6552.7,513167.2,1506.26,11.26714286,0.312366357
Cotton(lint),1998,Kharif     ,Meghalaya,7549,6552.7,745841.2,2189.21,0.796666667,0.312366357
Dry chillies,1998,Whole Year ,Meghalaya,1764,6552.7,174283.2,511.56,0.598571429,0.312366357
Ginger,1998,Kharif     ,Meghalaya,7403,6552.7,731416.4,2146.87,6.008571429,0.312366357
Gram,1998,Rabi       ,Meghalaya,463,6552.7,45744.4,134.27,0.61,0.312366357
Jute,1998,Kharif     ,Meghalaya,4241,6552.7,419010.8,1229.89,7.553333333,0.312366357
Linseed,1998,Kharif     ,Meghalaya,51,6552.7,5038.8,14.79,0.45,0.312366357
Maize,1998,Kharif     ,Meghalaya,17219,6552.7,1701237.2,4993.51,1.457142857,0.312366357
Mesta,1998,Kharif     ,Meghalaya,4681,6552.7,462482.8,1357.49,4.58,0.312366357
Mesta,1998,Whole Year ,Meghalaya,871,6552.7,86054.8,252.59,0.68,0.312366357
